RANK,NAME,id joueur,date of birth,country,continent,place of birth,LAT PLAYER,LONG PLAYER,image,TEAM,logo image,headquarters location,LAT TEAM,LONG TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
52,Dejounte Murray,Dejounte Murray,1996-09-19T00:00:00Z,United States of America,North America,Seattle,47.60621,-122.33207,Dejounte Murray 2022.jpg,Atlanta Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Atlanta_Hawks_logo.svg/1200px-Atlanta_Hawks_logo.svg.png,Atlanta,33.756944444444,-84.390277777778,guard,26.6,74,36.4,24.4,10.8,190,0.832,932,0.514,387,0.344,0.514,0.54,20.5,5.3,6.1,1.5,0.3,2.2,25.7,26.5,31.8,9.6,111.9,115.4
53,Edrice Adebayo,Bam Adebayo,1997-07-18T00:00:00Z,United States of America,North America,Pinetown,35.610277777778,-76.861388888889,20160330 MCDAAG Bam Adebayo with the ball.jpg,Miami Heat,https://upload.wikimedia.org/wikipedia/fr/thumb/1/1c/Miami_Heat_-_Logo.svg/1200px-Miami_Heat_-_Logo.svg.png,Miami,25.783333333333,-80.216666666667,center,25.7,75,34.6,25.3,14.4,402,0.806,1102,0.545,12,0.083,0.541,0.592,20.4,9.2,3.2,1.2,0.8,2.5,29.6,23.6,32.8,9.8,116,105.6
54,Jordan Poolu,Jordan Poole,1999-06-19T00:00:00Z,United States of America,North America,Milwaukee,43.05,-87.95,20180206 UM-NW Jordan Poole 7DM26858.jpg,Golden State Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Golden_State_Warriors_logo.svg/1200px-Golden_State_Warriors_logo.svg.png,San Francisco,37.7775,-122.41638888888889,guard,23.8,82,30,29.2,16.5,415,0.87,641,0.524,637,0.336,0.514,0.573,20.4,2.7,4.5,0.8,0.3,3.1,23.2,24.9,27.7,8.4,109.1,111.5
55,Tyrese Maxey,Tyrese Maxey,2000-11-04T00:00:00Z,United States of America,North America,Dallas,32.779166666667,-96.808888888889,Tyrese Maxey (51781889578) (cropped).jpg,Philadelphia 76ers,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Philadelphia_76ers_logo.svg/1200px-Philadelphia_76ers_logo.svg.png,Philadelphia,39.952777777778,-75.163611111111,guard,22.4,60,33.6,24.1,8.1,213,0.845,543,0.514,370,0.432,0.568,0.605,20.3,2.9,3.5,0.8,0.1,1.3,23.2,23.8,26.8,7,120.2,111.8
56,Kelly Oubre,Kelly Oubre Jr.,1995-12-09T00:00:00Z,United States of America,North America,Cleveland,41.482222222222,-81.669722222222,Kelly Oubre Jr.(4) (50595057598).jpg,Charlotte Hornets,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Charlotte_Hornets_%282014%29.svg/800px-Charlotte_Hornets_%282014%29.svg.png,Charlotte,35.226944444444,-80.843333333333,forward,27.3,48,32.2,26.5,7.2,208,0.76,480,0.51,339,0.319,0.497,0.534,20.3,5.2,1.1,1.4,0.4,1.3,25.4,21.4,26.6,6.1,106.4,109.2
57,Tyler Herro,Tyler Herro,2000-01-20T00:00:00Z,United States of America,North America,Greenfield,42.963055555556,-87.995833333333,Tyler Herro.jpg,Miami Heat,https://upload.wikimedia.org/wikipedia/fr/thumb/1/1c/Miami_Heat_-_Logo.svg/1200px-Miami_Heat_-_Logo.svg.png,Miami,25.783333333333,-80.216666666667,guard,23.2,67,34.9,25.6,12.5,182,0.934,572,0.497,537,0.378,0.531,0.566,20.1,5.4,4.2,0.8,0.2,2.4,25.5,24.3,29.7,8.8,109.2,112
58,Paolo Banchero,Paolo Banchero,2002-11-12T00:00:00Z,United States of America,North America,Seattle,47.60621,-122.33207,Paolo Banchero.png,Orlando Magic,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png,Orlando,28.533611111111,-81.386666666667,forward,20.4,72,33.7,27.5,15.1,534,0.738,837,0.471,285,0.298,0.465,0.529,20,6.9,3.7,0.8,0.5,2.8,26.9,23.7,30.6,9.5,105,109.8
59,Jamal Murray,Jamal Murray,1997-02-23T00:00:00Z,Canada,North America,Kitchener,43.45,-80.483333333333,Jamal Murray free throw (cropped).jpg,Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,guard,26.1,65,32.8,26.1,12.2,216,0.833,609,0.494,432,0.398,0.537,0.571,20,4,6.2,1,0.2,2.2,23.9,26.1,30.1,9.7,116.1,113.7
60,Louis King,Louis King,1999-04-06T00:00:00Z,United States of America,North America,Secaucus,40.7875,-74.061666666667,Louis King.jpg,Philadelphia 76ers,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Philadelphia_76ers_logo.svg/1200px-Philadelphia_76ers_logo.svg.png,Philadelphia,39.952777777778,-75.163611111111,forward,24,1,28.8,24,13.3,1,0,5,0.8,8,0.5,0.769,0.744,20,4,2,1,0,2,24,22,26,7.5,125.8,103.2
61,Cade Cunningham,Cade Cunningham,2001-09-25T00:00:00Z,United States of America,North America,Arlington,32.705033,-97.122839,Cunningham 2022.jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,guard,21.5,12,33.4,30,14.8,43,0.837,163,0.466,61,0.279,0.453,0.492,19.9,6.2,6,0.8,0.6,3.3,26.1,25.9,32.1,10.8,100.1,112.7
62,R.J. Barrett,RJ Barrett,2000-06-14T00:00:00Z,Canada,North America,Toronto,43.670277777778,-79.386666666667,2023-08-09 Deutschland gegen Kanada (Basketball-Länderspiel) by Sandro Halank–063.jpg,New York Knicks,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/New_York_Knicks_logo.svg/1200px-New_York_Knicks_logo.svg.png,New York City,40.7,-74,forward,22.8,73,33.9,26.2,12.2,392,0.74,786,0.495,390,0.31,0.485,0.531,19.6,5.1,2.8,0.4,0.2,2.2,24.7,22.4,27.4,7.7,106.8,111.3
63,Jrue Holiday,Jrue Holiday,1990-06-12T00:00:00Z,United States of America,North America,Los Angeles,34.05223,-118.24368,Jrue Holiday (White House visit).jpg,Milwaukee Bucks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Milwaukee_Bucks_logo.svg/1200px-Milwaukee_Bucks_logo.svg.png,Milwaukee,43.05,-87.95,guard,32.8,67,32.6,25,16.1,177,0.859,612,0.542,411,0.384,0.556,0.586,19.3,5.1,7.4,1.2,0.4,2.9,24.3,26.6,31.7,11,117.7,109.5
64,Fred VanVleet,Fred VanVleet,1994-02-25T00:00:00Z,United States of America,North America,Rockford,42.27113,-89.094,Fred VanVleet (51915270294) (cropped).jpg,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,guard,29.1,69,36.7,23.2,11.2,283,0.898,506,0.455,606,0.342,0.486,0.54,19.3,4.1,7.2,1.8,0.6,2,23.4,26.5,30.6,9,116.6,109.8
65,Kevin Porter Jr.,Kevin Porter Jr.,2000-05-04T00:00:00Z,United States of America,North America,Seattle,47.60621,-122.33207,Kevin Porter (48836273567) (cropped).jpg,Houston Rockets,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Rockets.svg/1200px-Houston_Rockets.svg.png,Houston,29.762777777778,-95.383055555556,guard,22.9,59,34.3,24.3,17.5,264,0.784,499,0.501,385,0.366,0.522,0.565,19.2,5.3,5.7,1.4,0.3,3.2,24.5,24.9,30.2,9.7,112.2,114.4
66,Domantas Sabonis,Domantas Sabonis,1996-05-03T00:00:00Z,United States of America,North America,Portland,45.516666666667,-122.66666666667,Domantas Sabonis by Augustas Didzgalvis (cropped).jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,forward,26.9,79,34.6,21.3,19.7,438,0.742,855,0.639,83,0.373,0.632,0.668,19.1,12.3,7.3,0.8,0.5,2.9,31.4,26.4,38.7,13.8,132.5,105.7
67,Jaren Jackson Jr.,Jaren Jackson Jr.,1999-09-15T00:00:00Z,United States of America,North America,Carmel,39.966666666667,-86.1,20170329 MCDAAG Jaren Jackson Jr. inbounds.jpg,Memphis Grizzlies,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,Memphis,35.1175,-89.971111111111,forward,23.6,63,28.4,24.7,11.5,306,0.788,540,0.585,282,0.355,0.567,0.613,18.6,6.8,1,1,3,1.7,25.4,19.6,26.3,7.1,117.8,100.3
68,Franz Wagner,Franz Wagner,2001-08-27T00:00:00Z,Germany,Europe,Berlin,52.516666666667,13.383333333333,2023-08-09 Deutschland gegen Kanada (Basketball-Länderspiel) by Sandro Halank–138.jpg,Orlando Magic,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png,Orlando,28.533611111111,-81.386666666667,forward,21.6,80,32.6,23.5,13,322,0.842,758,0.544,360,0.361,0.543,0.589,18.6,4.1,3.5,1,0.2,2.1,22.7,22.1,26.2,7.9,115,110.9
69,Devin Vassell,Devin Vassell,2000-08-23T00:00:00Z,United States of America,North America,Suwanee,34.051447,-84.072893,DevinVassellFSU (cropped).jpg,San Antonio Spurs,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,San Antonio,29.425,-98.49388888888889,guard,22.6,38,31,24.4,8.7,100,0.78,329,0.48,266,0.387,0.525,0.55,18.5,3.9,3.6,1.1,0.4,1.5,22.4,22.1,26,8.2,110.2,118.7
70,Deandre Ayton,Deandre Ayton,1998-07-23T00:00:00Z,The Bahamas,North America,Nassau,25.078055555555554,-77.3386111111111,Deande Ayton Bahamas.jpg,Phoenix Suns,https://upload.wikimedia.org/wikipedia/fr/5/56/Phoenix_Suns_2013.png,Phoenix,33.44833333333333,-112.07388888888889,center,24.7,67,30.4,22.9,11.9,200,0.76,863,0.597,24,0.292,0.592,0.617,18,10,1.7,0.6,0.8,1.8,27.9,19.7,29.6,8.9,118.8,104.7
71,Myles Turner,Myles Turner,1996-03-24T00:00:00Z,United States of America,North America,Bedford,32.8467,-97.1397,Myles Turner (39916223764) (cropped).jpg,Indiana Pacers,https://upload.wikimedia.org/wikipedia/fr/4/48/Pacers_de_l%27Indiana_2017.png,Indianapolis,39.768611111111,-86.158055555556,center,27,62,29.4,22,12.3,276,0.783,484,0.638,250,0.372,0.611,0.651,18,7.5,1.4,0.6,2.3,1.7,25.5,19.4,26.9,7.8,121.6,107.9
72,D'Angelo Russell,D'Angelo Russell,1996-02-23T00:00:00Z,United States of America,North America,Louisville,38.25611111111111,-85.75138888888888,20140402 MCDAAG D'Angelo Russell dunk.JPG,Minnesota Timberwolves,https://upload.wikimedia.org/wikipedia/fr/d/d9/Timberwolves_du_Minnesota_logo_2017.png,Minneapolis,44.981944444444444,-93.26916666666666,guard,27.1,54,32.9,22.8,16.8,167,0.856,348,0.546,378,0.392,0.567,0.605,17.9,3.1,6.2,1.1,0.4,2.7,21,24.1,27.1,8.5,115.4,112.9
73,Spencer Dinwiddie,Spencer Dinwiddie,1993-04-06T00:00:00Z,United States of America,North America,Woodland Hills,34.16833,-118.605,"Spencer Dinwiddie, Ramon Sessions (cropped).jpg",Dallas Mavericks,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Dallas_Mavericks_logo.svg/1200px-Dallas_Mavericks_logo.svg.png,Dallas,32.779166666667,-96.808888888889,guard,30,53,34.1,21.9,11.4,207,0.821,353,0.504,341,0.405,0.555,0.599,17.7,3.1,5.2,0.7,0.3,1.7,20.8,23,26.1,7.7,120.7,114.2
74,Nikola Vučević,Nikola Vučević,1990-10-24T00:00:00Z,Switzerland,Europe,Morges,46.509447222222,6.4986111111111,Nikola Vucevic Dec 2013 (cropped).jpg,Chicago Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png,Chicago,41.85003,-87.65005,center,32.5,82,33.5,21.9,10.8,158,0.835,801,0.594,347,0.349,0.573,0.594,17.6,11,3.2,0.7,0.7,1.7,28.7,20.9,31.9,10.2,117.9,105.9
75,Michael Porter Jr.,Michael Porter Jr.,1998-06-29T00:00:00Z,United States of America,North America,Columbia,38.95171,-92.33407,Michael Porter Nuggets (cropped).jpg,Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,forward,24.8,62,29,22.7,7.7,120,0.8,363,0.579,454,0.414,0.602,0.621,17.4,5.5,1,0.6,0.5,1.1,22.9,18.5,24,6.3,118.3,110.8
76,D'Angelo Russell,D'Angelo Russell,1996-02-23T00:00:00Z,United States of America,North America,Louisville,38.25611111111111,-85.75138888888888,20140402 MCDAAG D'Angelo Russell dunk.JPG,Los Angeles Lakers,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/1200px-Los_Angeles_Lakers_logo.svg.png,Los Angeles,34.05223,-118.24368,guard,27.1,17,30.9,22.6,15,49,0.735,110,0.555,111,0.414,0.588,0.61,17.4,2.9,6.1,0.6,0.5,2.3,20.4,23.5,26.4,8.7,118.3,114
77,Gary Trent Jr.,Gary Trent Jr.,1999-01-18T00:00:00Z,United States of America,North America,Columbus,39.96222222222222,-83.00055555555555,WizardsRaptors 114 (51589980770) (cropped).jpg,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,guard,24.2,66,32.1,21.7,5.6,205,0.839,485,0.493,450,0.369,0.522,0.56,17.4,2.6,1.6,1.6,0.2,0.8,20,19,21.6,5.2,116.2,113.8
78,Mikal Bridges,Mikal Bridges,1996-08-30T00:00:00Z,United States of America,North America,Philadelphia,39.952777777778,-75.163611111111,MikalBridgesNets (cropped).jpg,Phoenix Suns,https://upload.wikimedia.org/wikipedia/fr/5/56/Phoenix_Suns_2013.png,Phoenix,33.44833333333333,-112.07388888888889,forward,26.6,56,36.4,19.2,9.3,174,0.897,503,0.503,261,0.387,0.529,0.574,17.2,4.3,3.6,1.2,0.8,1.4,21.6,20.8,25.2,7.1,118.4,112.6
79,Andrew Wiggins,Andrew Wiggins,1995-02-23T00:00:00Z,Canada,North America,Thornhill,43.816111111111,-79.424444444444,Andrew Wiggins Huntington (cropped).jpg,Golden State Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Golden_State_Warriors_logo.svg/1200px-Golden_State_Warriors_logo.svg.png,San Francisco,37.7775,-122.41638888888889,forward,28.1,37,32.2,21.4,8.3,72,0.611,304,0.53,225,0.396,0.557,0.564,17.1,5,2.3,1.2,0.8,1.3,22.1,19.4,24.4,7.2,112.9,109.6
80,Norman Powell,Norman Powell,1993-05-25T00:00:00Z,United States of America,North America,San Diego,32.715,-117.1625,Norman Powell and Malik Marquetti (cropped).jpg,Los Angeles Clippers,https://a.espncdn.com/i/teamlogos/nba/500-dark/lac.png,Los Angeles,34.05223,-118.24368,guard,29.9,60,26.1,26,12.4,277,0.812,423,0.534,287,0.397,0.559,0.612,17,2.9,1.8,0.8,0.3,1.7,19.9,18.8,21.7,6.8,115.5,110.2
81,OG Anunoby,O.G. Anunoby,1997-07-17T00:00:00Z,United Kingdom,Europe,London,51.507222222222,-0.1275,OG Anunoby (41708749222) (cropped).jpg,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,forward,25.7,67,35.6,19.5,13,167,0.838,518,0.539,367,0.387,0.556,0.586,16.8,5,2,1.9,0.7,2,21.7,18.7,23.7,6.2,112.6,108.6
82,Buddy Hield,Buddy Hield,1992-12-17T00:00:00Z,The Bahamas,North America,Freeport,26.52,-78.66,Buddy Hield (51923134296) (cropped).jpg,Indiana Pacers,https://upload.wikimedia.org/wikipedia/fr/4/48/Pacers_de_l%27Indiana_2017.png,Indianapolis,39.768611111111,-86.158055555556,guard,30.3,80,31,20.9,11.8,129,0.822,361,0.518,677,0.425,0.596,0.614,16.8,5,2.8,1.2,0.3,1.7,21.8,19.6,24.6,8,115.5,115.4
83,Bennedict Mathurin,Bennedict Mathurin,2002-06-19T00:00:00Z,Canada,North America,Montreal,45.508888888889,-73.561666666667,Bennedict Mathurin (cropped).jpg,Indiana Pacers,https://upload.wikimedia.org/wikipedia/fr/4/48/Pacers_de_l%27Indiana_2017.png,Indianapolis,39.768611111111,-86.158055555556,guard,20.8,78,28.5,24.6,13.8,452,0.83,641,0.488,310,0.323,0.487,0.566,16.7,4.1,1.5,0.6,0.2,1.9,20.8,18.2,22.2,6.6,109.1,116.1
84,Josh Giddey,Josh Giddey,2002-10-10T00:00:00Z,Australia,Oceania,Melbourne,-37.814166666666665,144.96305555555554,Josh Giddey 2022.jpg,Oklahoma City Thunder,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Oklahoma_City_Thunder.svg/1200px-Oklahoma_City_Thunder.svg.png,Oklahoma City,35.4823,-97.5352,guard,20.5,76,31.2,24.5,15.9,145,0.731,884,0.524,234,0.325,0.516,0.533,16.6,7.9,6.2,0.8,0.4,2.8,24.5,22.8,30.6,12,109.4,110.6
85,Cameron Johnson,Cameron Johnson,1996-03-03T00:00:00Z,United States of America,North America,Moon Township,40.513333333333,-80.21,Cameron Johnson.jpg,Brooklyn Nets,https://logodownload.org/wp-content/uploads/2021/04/brooklyn-nets-logo-2.png,Brooklyn,40.692777777778,-73.990277777778,forward,27.1,25,30.8,21.1,8.2,87,0.851,145,0.572,156,0.372,0.565,0.61,16.6,4.8,2.1,1.4,0.3,1.1,21.4,18.6,23.4,7.2,120,110.3
86,Christian Wood,Christian Wood,1995-09-27T00:00:00Z,United States of America,North America,Long Beach,33.768055555555556,-118.19555555555556,Christian Wood in 2015.jpg,Dallas Mavericks,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Dallas_Mavericks_logo.svg/1200px-Dallas_Mavericks_logo.svg.png,Dallas,32.779166666667,-96.808888888889,forward,27.5,67,25.9,26.4,13.6,281,0.772,490,0.594,279,0.376,0.583,0.624,16.6,7.3,1.8,0.4,1.1,1.8,24,18.4,25.8,9.3,117.1,106.8
87,Spencer Dinwiddie,Spencer Dinwiddie,1993-04-06T00:00:00Z,United States of America,North America,Woodland Hills,34.16833,-118.605,"Spencer Dinwiddie, Ramon Sessions (cropped).jpg",Brooklyn Nets,https://logodownload.org/wp-content/uploads/2021/04/brooklyn-nets-logo-2.png,Brooklyn,40.692777777778,-73.990277777778,guard,30,26,35.3,22.5,13.4,123,0.797,207,0.488,149,0.289,0.465,0.523,16.5,4.1,9.1,1.1,0.3,2.1,20.6,25.6,29.7,9.6,115,112.1
88,Aaron Gordon,Aaron Gordon,1995-09-16T00:00:00Z,United States of America,North America,San Jose,37.304166666667,-121.87277777778,20130403 Aaron Gordon MCDAAG MVP (3) cropped.jpg,Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,forward,27.6,68,30.3,21.1,11.4,312,0.609,588,0.628,173,0.347,0.603,0.617,16.3,6.6,3,0.8,0.8,1.4,22.9,19.3,25.8,9.1,124.9,111.3
89,Jaden Ivey,Jaden Ivey,2002-02-13T00:00:00Z,United States of America,North America,South Bend,41.676388888889,-86.250277777778,Ivey Pistons.jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,guard,21.2,74,31.1,25.4,19.4,356,0.747,633,0.457,350,0.343,0.477,0.528,16.3,3.9,5.2,0.8,0.2,3.2,20.2,21.5,25.4,8.9,103.3,112.3
90,Evan Mobley,Evan Mobley,2001-06-18T00:00:00Z,United States of America,North America,Temecula,33.503333333333,-117.12361111111,Evan Mobley.jpg,Cleveland Cavaliers,https://upload.wikimedia.org/wikipedia/fr/0/06/Cavs_de_Cleveland_logo_2017.png,Cleveland,41.482222222222,-81.669722222222,center,21.8,79,34.4,20.2,13.3,303,0.673,847,0.594,102,0.216,0.565,0.589,16.2,9,2.8,0.8,1.5,1.8,25.2,19,28,8.6,117.9,104
91,RaiQuan Gray,Raiquan Gray,1999-04-07T00:00:00Z,United States of America,North America,Fort Lauderdale,26.135833333333,-80.141944444444,RaiQuan Gray.jpg,Brooklyn Nets,https://logodownload.org/wp-content/uploads/2021/04/brooklyn-nets-logo-2.png,Brooklyn,40.692777777778,-73.990277777778,forward,23.8,1,35.1,21.3,24.3,2,1,7,0.571,5,0.4,0.583,0.621,16,9,7,0,1,4,25,23,32,11.4,116.4,103.4
92,Brook Lopez,Brook Lopez,1988-04-01T00:00:00Z,United States of America,North America,North Hollywood,34.17222,-118.37806,Brook Lopez (White House visit).jpg,Milwaukee Bucks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Milwaukee_Bucks_logo.svg/1200px-Milwaukee_Bucks_logo.svg.png,Milwaukee,43.05,-87.95,center,35,78,30.4,19.3,10.6,190,0.784,535,0.637,364,0.374,0.606,0.63,15.9,6.7,1.3,0.5,2.5,1.4,22.5,17.2,23.8,6.8,122.4,106.2
93,Russell Westbrook,Russell Westbrook,1988-11-12T00:00:00Z,United States of America,North America,Long Beach,33.768055555555556,-118.19555555555556,"Russell Westbrook (March 21, 2022) (cropped).jpg",Los Angeles Lakers,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/1200px-Los_Angeles_Lakers_logo.svg.png,Los Angeles,34.05223,-118.24368,guard,34.4,52,28.7,28.9,20.2,238,0.655,516,0.467,213,0.296,0.46,0.496,15.9,6.2,7.5,1,0.4,3.6,22.1,23.4,29.6,12.6,101,106.7
94,Russell Westbrook,Russell Westbrook,1988-11-12T00:00:00Z,United States of America,North America,Long Beach,33.768055555555556,-118.19555555555556,"Russell Westbrook (March 21, 2022) (cropped).jpg",Los Angeles Clippers,https://a.espncdn.com/i/teamlogos/nba/500-dark/lac.png,Los Angeles,34.05223,-118.24368,guard,34.4,21,30.2,25.2,21.3,76,0.658,189,0.54,73,0.356,0.538,0.562,15.8,4.9,7.6,1.1,0.5,3.4,20.7,23.4,28.2,11.1,111.6,111.1
95,P. J. Washington,P. J. Washington,1998-08-23T00:00:00Z,United States of America,North America,Louisville,38.25611111111111,-85.75138888888888,20170329 MCDAAG P. J. Washington Jr. listens to Kevin Knox II.jpg,Charlotte Hornets,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Charlotte_Hornets_%282014%29.svg/800px-Charlotte_Hornets_%282014%29.svg.png,Charlotte,35.226944444444,-80.843333333333,forward,24.6,73,32.6,20.6,10.1,174,0.73,550,0.518,428,0.348,0.52,0.542,15.7,4.9,2.4,0.9,1.1,1.5,20.6,18.1,23,7,107.2,111.2
96,De'Andre Hunter,De'Andre Hunter,1997-12-01T00:00:00Z,United States of America,North America,Philadelphia,39.952777777778,-75.163611111111,De'Andre Hunter (51636889796).jpg,Atlanta Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Atlanta_Hawks_logo.svg/1200px-Atlanta_Hawks_logo.svg.png,Atlanta,33.756944444444,-84.390277777778,forward,25.4,67,31.7,19.7,9.1,207,0.826,536,0.521,286,0.35,0.522,0.563,15.4,4.2,1.4,0.5,0.3,1.2,19.6,16.8,21,5.7,111.7,111.4
97,Scottie Barnes,Scottie Barnes,2001-08-01T00:00:00Z,United States of America,North America,West Palm Beach,26.709722222222,-80.064166666667,"Scottie Barnes, Wizards vs Raptors on October 12, 2021.jpg",Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,forward,21.7,77,34.8,20.4,13.2,246,0.772,792,0.505,224,0.281,0.487,0.524,15.3,6.6,4.8,1.1,0.8,2,22,20.1,26.8,9,112.7,111.6
98,Skylar Mays,Skylar Mays,1997-09-05T00:00:00Z,United States of America,North America,Baton Rouge,30.4475,-91.178611111111,Skylar Mays.jpg,Portland Trail Blazers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png,Portland,45.516666666667,-122.66666666667,guard,25.6,6,31.5,19.3,12.8,13,0.923,42,0.524,26,0.462,0.588,0.624,15.3,3.2,8.3,1,0.2,1.7,18.5,23.7,26.8,9.4,132.4,117
99,Wendell Carter,Wendell Carter Jr.,1999-04-16T00:00:00Z,United States of America,North America,Atlanta,33.756944444444,-84.390277777778,Wendell Carter Jr. (cropped).jpg,Orlando Magic,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png,Orlando,28.533611111111,-81.386666666667,center,24,57,29.6,20.5,14.7,195,0.738,388,0.624,225,0.356,0.591,0.621,15.2,8.7,2.3,0.5,0.6,1.9,23.9,17.5,26.3,9.1,119.3,105.7
100,Kevin Huerter,Kevin Huerter,1998-08-27T00:00:00Z,United States of America,North America,Albany,42.65,-73.766666666667,Kevin Huerter.jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,guard,24.6,75,29.4,19.9,10.1,131,0.725,356,0.604,510,0.402,0.603,0.617,15.2,3.3,2.9,1.1,0.3,1.3,18.5,18.1,21.5,7.2,119.5,111.2
101,Khris Middleton,Khris Middleton,1991-08-12T00:00:00Z,United States of America,North America,Charleston,32.78333333333333,-79.93194444444444,Khris Middleton 2022.jpg,Milwaukee Bucks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Milwaukee_Bucks_logo.svg/1200px-Milwaukee_Bucks_logo.svg.png,Milwaukee,43.05,-87.95,forward,31.7,33,24.3,27.4,14.9,102,0.902,244,0.516,162,0.315,0.499,0.551,15.1,4.2,4.9,0.7,0.2,2.2,19.3,20,24.2,11.1,113.2,106.1
102,Harrison Barnes,Harrison Barnes,1992-05-30T00:00:00Z,United States of America,North America,Ames,42.027335,-93.631586,Harrison Barnes in 2019 (cropped).jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,forward,30.9,82,32.5,17.1,9.8,413,0.847,439,0.551,353,0.374,0.556,0.632,15,4.5,1.6,0.7,0.1,1,19.5,16.6,21,5.9,126.8,116.5
